text_content_anonymous,preconceito,num_tokens,Capacitismo,Gordofobia,Int.Religiosa,LGBTFobia,Misoginia,Xenofobia,Racismo,Hetarismo,Prec.Politico
"O Brasil vai continuar verde e amarelo, com a graça  de Deus!!!",0,12,0,0,1,0,0,0,1,0,1
"Sim. A ação contra bandidos deve ser enérgica. Entre tombar um bandido ou um cidadão de bem que tombe o bandido. Mas,e os números mostram isso_ não é só o bandido que deve ser combatido, mas o crime e o crime é um fato social com uma série de fatores criminógenos: desigualdade, base familiar, falência da educação formal ,entre outros.
Esperar que o crime diminua simplesmente eliminando criminosos é como supor que um balde sob a goteira resolverá o problema da telha destruída.",1,83,0,0,0,0,0,0,0,0,0
"Salmos 5.11-12 | ARC

11 Mas alegrem-se todos os que confiam em ti; exultem eternamente, porquanto tu os defendes; e em ti se gloriem os que amam o teu nome. 12 Pois tu, Senhor, abençoarás ao justo; circundá-lo-ás da tua benevolência como de um escudo. 

Deus nos dá o seu favor quando amamos Seu nome. Temos a alegria de ter Ele como escudo para nos proteger, e por isso adoramos e louvamos Seu nome.",0,74,0,0,1,0,0,0,0,0,1
"Pelo ""pessoa"" que vem com essa asneira já dá pra identificar que é esquerdista",1,14,0,0,0,0,0,0,0,0,1
"Há muito tempo atrás...eu assisti a um filme que me marcou PROFUNDAMENTE...
Num determinado momento do filme...LOVE STORY...o  "" mocinho  "" diz pra  "" mocinha  ""...
AMAR É NÃO TER JAMAIS QUE PEDIR PERDÃO...todo o filme, os personagens, a história, as cenas...tudo era muito bonito...mas...SÓ ESTA FRASE...  JÁ FEZ VALER O INGRESSO ...
Sobre o amor alguém também já disse que é sentimento tão lindo que quanto mais você o reparte ...mais ele se multiplica...
É ...SIM...preciso,  que todos os dias de nossa existência a gente tome consciência de nossa FINITUDE nesta dimensão...e então, dobre os joelhos...i clube a cabeça com humildade ...e eleve aos céus as nossa preces... primeiro agradecendo por mais um dia...e depois agradecendo por nós ter dado a benção de poder amar...
Quando você eleva aos suas preces... você une o céu à terra...a acredite...um bocadinho do céu ...chega até você...
Tenha um dia ABENÇOADO...e AME...porque quem ama ...um dia conhecerá a eternidade...e conhecerá a DEUS...",0,160,0,0,1,0,1,0,0,0,1
"Incluo na indignação desse cidadão, o consórcio vendido de imprensa podre e jornazistas fantoches, mais a turminha da rouanet, o cara colocou pra fora tudo que nós Brasileiros sentimos em relação às patifarias que vem acontecendo em nosso país.",1,39,0,0,0,0,0,0,0,0,0
"A Todos do Grupo o meu bom dia!
Ontem por engano postei algo que contrária a minha opinião verdadeira não sou petista e nem defendo as ideias de esquerda, pelo contrário tenho lutado todos os dias contra tudo que vem desta tal que se intitula defensora dos pobres, peço perdão pois não prestei a atenção devida ao post, estarei continuamente defendendo os ideais de Deus Pátria e Família e no dia 2 de outubro estarei firmando o compromisso no Capitão Jair Messias Bolsonaro, pois este sim me representa e tenho muito orgulho de ter votado nele em 2018 e votarei novamente em 22, pois se ele não for reeleito teremos um retrocesso o qual não podemos permitir nunca mais. Obrigado por enquanto Brasil Acima de Tudo e Deus Acima de Todos.",0,131,0,0,1,0,0,0,0,0,1
Claro e eles falam q lula vai ganhar no primeiro turno,0,11,0,0,0,0,0,0,1,0,0
"*Bom Dia PATRIOTAS*

*Venho Aqui Pedir Ajuda a Vcs Com Qualquer Valor,Vai Mim Ajudar Muito,Pra Mim Poder Ta Viajando No Sábado Pra Cidade Onde Eu Voto,Pois é 230,00 de Pasaagem...Totalizando 460,00 Pra Ir e Voltar,Vcs Mim Ajudar Vou Ficar Muito Grato...Vou Mandar a Foto de Onde Eu Voto*

Chave Pix *73998553436*


*DEUS*
*PÁTRIA*
*FAMÍLIA*
*LIBERDADE*

:Brazil::Brazil::Brazil::Brazil::keycap_2::keycap_2::Brazil::Brazil::Brazil::Brazil:",0,56,0,0,1,0,0,0,0,0,1
Aquele nojento não engana ninguém! Falando no amor agora pra dá um de doido ... ENCANTADOR DE BURRO!!,1,18,1,0,0,0,0,0,0,0,0
"ATENÇÃO, ESSE GRUPO FOI CRIADO PARA REUNIR PATRIOTAS EM TORNO DA CAUSA BOLSONARIANA, SE VOCÊ NÃO ACREDITA NA LIGAÇÃO SAGRADA DA FAMÍLIA BOLSONAROS E DE SUA MISSÃO DIVINA DE LIBERTAR A NAÇÃO BRASILEIRA DO COMUNISMO E DO FORO DE SÃO PAULO, SAIA DO GRUPO, VOCÊ NÃO É BEM VINDO.",1,49,0,0,0,0,0,0,1,0,0
Eu não gosto nem de pensar nessa possibilidade! Que Deus nos livre disso!,0,13,0,0,1,0,0,0,0,0,1
"Meu Deus :weary_cat: seria muito bom de antes de colocar turistas no Benfica intensificar a ronda de policiaias , assalto toda hora lá como fica?",0,25,0,0,1,0,0,0,0,0,1
"O BRASIL É DE NOSSO SENHOR JESUS CRISTO :Brazil:

 #CristãoNãoVotaNaEsquerda

Cristão não apoia aborto,  Cristão não apoia liberação de drogas, Cristão não apoia ideologia de Gênero :Brazil::keycap_2::keycap_2::Brazil:

DIA :keycap_2: É :keycap_2::keycap_2:",0,31,0,0,0,0,0,0,0,0,0
Pesado foi a pistola que eu vi ! E nem precisava disso tudo se ele disseese : me dá tudo gordinha:face_with_symbols_on_mouth: só na sugesta eu tinha dado,0,27,0,1,0,0,0,0,0,0,0
"Brincando aqui pra tirar da memória 3 terríveis minutos que passei porque meu carro estancou na hora 
Eu estava com o outro carro Franklin a automatica e eu perdi completamente a noção de como dirigia e ele ficou louco!",0,39,1,0,0,0,0,0,0,0,0
"Bom dia Patriotas!:yellow_heart::green_heart:

Chegou o momento de nós que queremos para o nosso povo um futuro melhor, uma pátria livre , votarmos bem.
 Fé, Esperança e  Coragem.  
Vamos tirar essa esquerda de uma vez do poder, votar em candidatos que sejam da direita, e lembrarmos de onde saem as leis de nosso PAIS. O dia está chegando não votem porque de favores , mais sim conscientes por nosso  Brasil.
GOVERNADOR :green_heart::yellow_heart:
SENADOR :yellow_heart::green_heart:
DEPUTADO FEDERAL:green_heart::yellow_heart:
DEPUTADO ESTADUAL.:green_heart::yellow_heart:
Dia 02 de outubro será o grande dia onde o povo irá de uma vez mostrar para essa esquerda que O BRASIL ACORDOU!!!!
BOLSONARO2022 :green_heart::yellow_heart:
Será reeleito no 1 turno :raising_hands_light_skin_tone:",0,108,0,0,0,0,0,0,0,0,0
"Agora é só pressão em cima do povo,  o desespero da esquerda :clapping_hands::clapping_hands::clapping_hands::clapping_hands::folded_hands::folded_hands::Brazil::Brazil::Brazil::Brazil:",0,13,0,0,0,0,0,0,0,0,0
"Dona Maria Paixão, de Nova Olinda/TO explica o que o título de sua propriedade representa pra ela: “Liberdade! Estamos livres!” Chega de Escravidão!
Palavras como Vitória, realizada, liberdade, Deus estão em sua fala. As correntes que a prendiam agora não existem mais.
Já são mais de 410 mil documentos titulatórios emitidos. Seguimos em frente, para que mais Donas Marias tenham a oportunidade de dar esse mesmo grito.",0,67,0,0,1,0,1,0,0,1,1
Eu creio em nome de Jesus vamos declarar que o Brasil é do Senhor Jesus:raising_hands_light_skin_tone::Brazil::Brazil::Brazil::Brazil::Brazil:,0,15,0,0,0,0,0,0,0,0,0
"*BOM DIA!*

*Que a Sua Fé Seja Sempre Maior Que Qualquer Dificuldade e Nada Nunca Separe Seu Coração do Senhor. Hoje Desejo Que Sorria Muito e Que Deus Aproxime Você dos Seus Sonhos. Aproveite Mais um Dia Para Ser Feliz e Agradeça a Deus Por Todas as Bênçãos Que Receber.*:folded_hands_light_skin_tone::rose::tulip::hibiscus:",0,50,0,0,1,0,0,0,0,0,1
"@⁨Fabio Wajngarter⁩ Fabio, O PT na estratégia de campanha está tentando pegar declarações de apoio de alguns economistas famosos e outros. Uma ação nossa poderia ser de pegar declarações de apoio do Bolsonaro de gente do povo- exemplo - eu sou nordestino, moro na serra do cariri, não sou artista famoso, mas sou do povo  e declaro apoio a Bolsonaro. E aí inundaríamos as redes sociais com estas declarações de apoio- vai ser bom e anula o efeito das outras.",0,80,0,0,0,0,0,1,0,0,0
"Havia um prisioneiro muito conhecido, um salteador (ladrão) chamado Barrabás. Pilatos, o governador, perguntou a todos: — Quem vocês querem que eu solte: Barrabás ou Jesus, chamado Cristo? O povo escolheu o ladrão.",0,33,0,0,0,0,0,0,0,0,1
O bozó precisa anunciar mais,0,5,0,0,0,0,0,0,0,0,0
*Olha só o Marquinhos enfrentando o Capitão Mamata que estava na musculação enquanto pessoas morriam na pandemia*,1,17,0,0,0,0,0,0,0,0,1
"Deus pinta nossas vidas com as tintas que oferecemos a Ele todos os dias, e de acordo com nossas ações Ele nos dá a cor necessária para rirmos ou chorarmos! Bom dia!",0,32,0,0,1,0,0,0,1,0,1
"Temos que entender que estão cerceando os direitos do nosso presidente, e é muito claro, oque não entendo que juridicamente poderia questionar as decisões do juiz amigo do Lula que vem proibindo imagens pra campanha do Bolsonaro entre outras coisas, pois deveria ser declarado impedido de julgar, pois há presunção absoluta ( juris et de jure ) de parcialidade do juiz. ficou claro, com os tapinhas no rosto e dizeres que depois ligaria pra Dilma, infelizmente não sei oque acontece, na pior da situações deveria ser declarada a suspeição do Juiz, mas parece nada ser feito.",0,96,0,0,0,0,1,0,1,0,0
"GENTEEE, ESSE LADRA DO LULA ESTA MUITO TRANQUILO COM A VITÓRIA DELE,  TEM ARMAÇÃO POR AÍ. VAMOS ORAR E PEDIR A DEUS QUE CANCELE TODA AÇÃO DO MAL QUE ESTIVER ARMADO PARA AS NOSSAS ELEIÇÕES.",1,35,0,0,1,0,0,0,0,0,1
"Eu fiz o pix de 100 reais, tenho até os comprovantes. Deus vai ajudar , sim! Mas temos que fazer a nossa parte!",0,23,0,0,1,0,0,0,0,0,1
"Abriram a porta do inferno e saiu os demônios velhos e derrotados que nada fizeram pelo Brasil, aliás fizeram sim, roubaram a nação , tudo bandido vagabundos",1,27,0,0,1,0,0,0,0,0,0
"O espírito do Senhor DEUS está sobre mim; porque o SENHOR me ungiu, para pregar boas novas aos mansos; enviou-me a restaurar os contritos de coração, a proclamar liberdade aos cativos, e a abertura de prisão aos presos;
A apregoar o ano aceitável do Senhor e o dia da vingança do nosso Deus; a consolar todos os tristes;
A ordenar acerca dos tristes de Sião que se lhes dê glória em vez de cinza, óleo de gozo em vez de tristeza, vestes de louvor em vez de espírito angustiado; a fim de que se chamem árvores de justiça, plantações do Senhor, para que ele seja glorificado.

Isaías 61:1-3",0,108,0,0,1,0,0,0,0,0,1
"*Essa nova 1ª ministra italiana não está para brincadeira.* 
*Mácron, a gazela francesa incapaz de pensar e decidir, já tomou a primeira pancada dela.* 
*E vem mais por aí.*

:backhand_index_pointing_down_light_skin_tone::backhand_index_pointing_down_light_skin_tone::backhand_index_pointing_down_light_skin_tone:",0,30,1,0,0,0,1,0,0,1,0
"Ta repreendido em nome de Jesus :folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone:
Não pode, vai dá merda",0,12,0,0,0,0,0,0,0,0,0
":thinking_face:QUERIDOS ""IRMÃOS E AMIGOS"". É BOM COMPATILHAR-MOS:backhand_index_pointing_up_medium-dark_skin_tone:ISSO:COM TODOS NOSSO CONTATOS. PORQUE: SE ACONTECER ESSE ESSA NOTÍCIA FALSA. ESTAMOS SABENDO DE ANTEMÃO. E DESCARTAREMOS OK. O :smiling_face_with_horns: É ESTUTO. MENTIROSO!, E ""PAI DA ""MENTIRA"".:backhand_index_pointing_right_medium_skin_tone:João.8.44 e ele usa seu filhos Mentirosos, para espalhar, Boatos,e Mentiras. APOCALIPSE.20.8 e os Cegos espirituais Acreditam, e Compartilham. :thinking_face:  SE POFMR ACASO NÃO ACONTECER ISSO: DESCARTEM O VÍDEO. AMÉM?  EXCELENTE DIA! NA PAZ DO SENHOR JESUS! QUE E
LE: CONTINUE, VOS ABENÇOANDO!",0,75,1,0,0,0,0,0,0,0,0
"Convidamos você para junto conosco neste sábado está presente em nosso esquenta da DIREITA !

Para pontualmente às 17:00 :five_o’clock: 
Sairmos em carreata até a cidade de paulista e em seguida sairemos em arrastão nas principais rua da cidade !

#somostodosbolsonaro:keycap_2::keycap_2::victory_hand_medium-light_skin_tone::green_circle::yellow_circle:
#compartilhem 
#contamoscomvoce",0,43,0,0,0,0,0,0,0,0,0
Gente. Eleição igual time de futebol cada um tem sua preferência  e não muda então bora  se unir  coloca nas mãos de Deus,0,23,1,0,1,0,0,0,0,0,1
"O Adélio é cria da Globo. E vão cutucar ainda mais? Como diz minha mãe, o diabo ensina fazer a panela, mas não a tampa. Vem castigo a cavalo pra eles. :enraged_face::enraged_face:",1,32,0,0,1,0,0,0,0,0,0
"Corja de bandido … Deus é maior que td isso , só permite pq temos o livre arbítrio … depois não adianta chorar , plantou , colheu , simples assim",1,30,0,0,1,0,0,0,0,0,1
Importante refletirmos para o período em que estamos passando e fazermos uma boa votação. O nosso futuro e de nossos descendentes precisa de nossa firme decisão agora. Que Deus abençoe nossa Pátria,0,32,0,0,1,0,0,0,0,0,1
DESMAIO DE FOME:backhand_index_pointing_up::backhand_index_pointing_up::backhand_index_pointing_up:PT NÃO DÁ NEM MAIS O PÃO COM MORTADELA E SUCO..PUTZ,1,13,0,0,0,0,0,0,0,0,1
É nesse assaltozinho que a vida de um cidadão de bem é tirada!,0,13,0,0,0,0,0,0,0,0,0
"A ESQUERDA PIRA QUANDO BOLSONARO CONVOCA A POPULAÇÃO A SAIR NAS RUAS.  
  

AGORA COM O VOTO ÚTIL PARA EXTREMINAR O PT.  VAI PATRIOTAS QUE NUNCA FOI EM UMA MANIFESTAÇÃO.     ENTÃO JUNTANDO TODOS DE NORTE LESTE E OESTE.     
VAI SER NO PRIMEIRO TURNO.",1,42,0,0,0,0,0,1,0,0,0
É SÓ TROCAR  O NOME BOLSONARO POR LULADRAO :backhand_index_pointing_up::backhand_index_pointing_up::backhand_index_pointing_up::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:A ANÁLISE FICA. REAL E VERDADEIRA :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,1,15,0,0,0,0,0,0,0,0,0
"Isso é guerra, vão para o tudo o nada, nós somos mais fortes, primeiramente honraremos a Deus, Jesus Cristo, estamos com a verdade, não podemos fraquejar, NÃO VAMOS PERDER O NOSSO BRASIL, VENCEREMOS COM BOLSONARO REELEITO!",0,36,0,0,1,0,0,0,0,0,1
"Completamente bêbado kkkk . Parece brincadeira um homem desse querendo governar o Brasil
Pior é o Eduardo Paz servindo de bengala para bebum,Que coisa vergonhosa.
*Não pode tomar duas latas de cerveja e dirigir, mas o ladrão 9 dedos, quer dirigir o Brasil babado… Que país é esse… os Petistas acham normal!  O povo tem o presidente que merece.*",1,59,0,0,1,0,0,0,0,0,1
"Antes que algum cretino diga que o evento do Satanás (lula) foi um sucesso em BH, segue o vídeo.
Completamente vazio em plena Avenida Afonso Pena (principal de BH).
Nâo existe como este cretino vencer a eleição. 
Repasse, inclusive com esta mensagem para que todos saibam a verdade.
:backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down:",1,49,0,0,1,0,0,0,0,0,0
"*ATENÇÃO*

SE ao apertar *22* na Urna Eletrônica, aparecer qualquer outra foto/nome que não seja do Bolsonaro, antes de reclamar ou se desesperar mantenha a calma, aperte o botão vermelho/laranja *CORRIGE* e em seguida digite *22* novamente.

Se dessa vez aparecer tudo normal, clique em *CONFIRME*. Se não, chame o mesario.

Vamos tentar dar a volta nas ""trapaças algorítimicas"" do programa.

*COMPARTILHE*",0,62,0,0,0,0,0,0,0,0,0
Oremos que Deus acompanhe os anjos nestas eleições e nesta urnas,0,11,0,0,1,0,0,0,0,0,1
"*Essa é a música do nosso presidente Jair Messias Bolsonaro.*
*""Esse é o Meu Deus""*
*Marcelo Aguiar*",0,17,0,0,1,0,0,0,0,0,1
":green_circle::green_circle: *QUARTA-FEIRA da 26ª Semana do Tempo Comum - 28.09.2022*:green_circle::green_circle:

:open_book: *EVANGELHO  – Lc 9,57-62:candle:*

:plus: Proclamação do Evangelho de Jesus Cristo segundo São Lucas 

:hourglass_done:Naquele tempo: 
*57 -* Enquanto estavam caminhando, alguém na estrada disse a Jesus: 'Eu te seguirei para onde quer que fores.' 

*58 -* Jesus lhe respondeu:  'As raposas têm tocas e os pássaros têm ninhos; mas o Filho do Homem não tem onde repousar a cabeça.' 

*59 -* Jesus disse a outro: 'Segue-me.' Este respondeu: 'Deixa-me primeiro ir enterrar meu pai.' 

*60 -* Jesus respondeu: 
'Deixa que os mortos enterrem os seus mortos; mas tu, vai anunciar o Reino de Deus.' 

*61 -* Um outro ainda lhe disse: 'Eu te seguirei, Senhor, mas deixa-me primeiro despedir-me dos meus familiares.' 

*62 -* Jesus, porém, respondeu-lhe:  'Quem põe a mão no arado e olha para trás, não está apto para o Reino de Deus.' 

:open_book: *– Palavra da Salvação.*
     – Glória à Vós, Senhor. :raising_hands_light_skin_tone:",0,158,0,0,1,0,0,0,0,0,1
":sparkles: *PROGRAMA MANHÃ DE LUZ Pe. Alex - Quarta-feira da 26ª Semana do Tempo Comum - 28.09.22*

Se queremos seguir Jesus devemos renunciar às seguranças deste mundo para assim estarmos livres na resposta ao que Deus nos pede no aqui e agora da nossa vida. Seguir a Jesus é trabalhar para o reino de Deus com confiança. O Senhor nos convida a olhar para frente e fazermos uma adesão à Ele de maneira radical e decisiva.

Um Dia cheio de gratidão e muitas bençãos!!",0,84,0,1,1,0,0,0,0,0,1
"*Lá vem vindo a Palavra de Deus...:open_book:*

Quando escolhemos seguir Jesus, somos capazes de assumir o Seu projeto em nossas vidas, transmitindo aos nossos irmãos e irmãs os ensinamentos das Sagradas Escrituras. Desta forma, entregamo-nos de corpo e alma em prol da manifestação do Reino dos Céus neste mundo.

Evangelho do Dia 28 de Setembro com o *Pe. Reginaldo Manzotti*",0,60,0,0,1,0,0,0,0,0,1
"*“SEGUE-ME”.(Lc 9,57-62)*

:candle::open_book: *Quarta-feira da 26ª Semana do Tempo Comum - 28.09.22*:sunflower::leaf_fluttering_in_wind:

Escutemos o que Jesus nos disse e tenhamos forças para a luta!  Procuremos crescer a cada dia no amor.
Não olhemos para trás! Olhemos para frente! Miremos o céu! Que Deus nos ajude!

Uma Quarta-feira de Bençãos!:sunflower::leaf_fluttering_in_wind:",0,49,0,0,1,0,0,0,0,0,1
"Quanto ao aparelhamento, é resultado de 30 anos de governos de centro esquerda e de esquerda.",1,16,0,0,0,0,0,0,0,0,0
"Tem o macho, tem o super macho, tem mega macho, tem o super homem, e tem esse cara aí que gritou ""Luladrão"" no meio da petezada no comício do ladrão........Esse é meu ídolo....:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down:",1,33,0,0,1,0,0,0,0,0,1
Cristãos se preparem porque daqui até Domingo o Satanáz usara seus fiéis para atacar não só o presidente mais toda a população de bem que ama a Deus a familia e o País,1,33,0,0,1,0,0,0,0,0,1
"Bom dia, não sei se procede a mensagem acima, o roubo está caracterizado, que Deus nos ajude:folded_hands_medium-light_skin_tone::folded_hands_medium-light_skin_tone::folded_hands_medium-light_skin_tone:",0,17,0,0,1,0,0,0,0,0,1
"Vc viu isto aí, gente? Inventaram isto para pegar os incautos e aqueles que não lêem atentamente principalmente que esta é uma  inovação para tentar anular muitos votos. Deus queira que só anule votos da  esquerda porque vamos avisar aos eleitores de direita pedindo que isto seja divulgado a todos imediatamente.",0,51,0,0,1,0,0,0,0,0,1
"*ZÉ DA VIOLA* Meus amigos e amigas, passando para dizer que estou muito feliz e agradecido por tanto carinho e apoio que recebi quando decidi abraçar esse projeto de ser Deputado Federal, muitas mensagens de apoio, muitos abriram a porta de suas casas para ouvir os meus projetos e muitos abraçaram esse projeto junto comigo. Gratidão!!!! 

Dia 02/10/22 Vote 4400 para Deputado Federal 

:blue_heart: Vamos juntos!!! 

.
.

COLIGAÇÃO TOCANDO EM FRENTE PARA CUIDAR DA NOSSA GENTE - (UNIÃO BRASIL/PROS/PODEMOS) CNPJ 47.464.106/0001-00 ELEIÇÃO 2022 JOSÉ ALVES DOS SANTOS DEPUTADO FEDERAL

.
.
#ms #matogrossodosul #uniaobrasil44",0,95,0,0,1,0,0,0,0,0,0
Santos em peso  nas ruas de verde e amarelo aguardando Bolsonaro que chega ao meio dia para o último comício antes da campanha... Lindo de ver!:Brazil::Brazil::Brazil::Brazil::Brazil::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0,26,0,0,1,0,0,0,1,0,0
Sua opção sexual nada tem a haver com a melhora do país,0,12,0,0,0,0,0,0,0,0,0
"PATRIOTAS, fico preocupado com jornalistas do calibre o Reinaldo Azevedo que era de direita e hoje ataca o nosso Mito.",0,20,0,0,0,0,0,0,0,0,0
"Outro jornalista que é de direita é o Allan dos Santos, ele está passando por sérias dificuldades financeiras, está praticamente abandonado nos Estados Unidos.",0,24,0,0,1,0,0,0,0,0,0
"A comportamento criminoso deste supremo deus esta claro: ""eu sou lei, eu ordeno, cumpra-se!"".",0,14,0,0,1,0,0,0,1,0,1
Que Deus te abençoe,0,4,0,0,1,0,0,0,0,0,1
"PATRIOTAS, DIVULGUEM EM TODOS OS GRUPOS, PARA QUE TODOS SAIBAM QUE AS PESQUISAS NO BRASIL ESTÃO INDO DE VENTO EM POPA, DIFERENTE DOQUE A ESQUERDA VIVE FALANDO CONTRA O GOVERNO DO NOSSO MITO.",0,33,0,0,0,0,0,0,0,0,0
"Ele está hungido pelo sangue do eterno Deus Jesus Cristo, amém.",0,11,0,0,1,0,0,0,0,0,1
"O Brasil deveria ser dividido em dois, como a Coreia,  quem quer viver com os ideais da direita que more do lado da direita, os dos ideais da esquerda que more do lado esquerdo, assim, ninguém se sentiria prejudicado.",0,39,0,0,0,0,0,0,0,0,0
Olá a todos venho comunicar que já estou agendando consulta lembrando que a consulta presencial  não é cobrada e sim a consulta via WhatsApp estamos a disposição de todo ao público venha nos conhecer nosso trabalho indígena tratar da sua saúde e meu prazer.,0,44,0,0,0,0,0,0,0,0,0
"Nenhum já mais. Já mais mesmo está sobre a autoridade de DEUS. todos somos humanos, temos as mesmas mesmicieis, ninguém é nada mais que ninguém. Tem mais as pessoas só vão até onde Deus permite. Sabe que acontece as pessoas vivem longe de Deus, colocam ele pra bem longe de suas vidas. Leia o livro de Paulo na Bíblia veja quem era Paulo e como Deus o transformou. Paulo era um romanos perseguidor dos Cristão Jesus apareceu para ele, morreu pregando o cristianismo. Coloque uma coisa na sua mente Deus é provedor ele está em tudo!!",0,96,0,0,1,0,0,0,0,0,1
Aqui na minha cidade tbem mataram…era um traficante que a polícia trocou tiro…,0,13,0,0,0,0,0,1,0,0,0
Não vamos esquecer esse cidadão.,0,5,0,0,0,0,0,0,0,0,0
"Essas peças e outras de artesãos de Caucaia podem ser expostas e vendidas no Museu do Caju... desde 2007 viabilizamos boas parcerias com cerca de 150 famílias da capital Caucaia e municípios do interior...

A temática do Caju... da Cultura Indigena... Negra e do Bode .....",0,46,0,0,1,0,0,0,1,0,0
"Concordo. Ladrão, que rouba dinheiro de vacina, dinheiro do FNDE, propina em ouro, em mochila infantil, compra 51 imóveis em dinheiro vivo... lugar de ladrão é na cadeia!",0,28,0,0,0,0,0,0,0,1,1
Então gente! Vamos manter a calma e focar no nosso bem estar para a votação!!:Brazil::folded_hands::Brazil::folded_hands::raising_hands:confiando que já deu tudo certo!! Em nome de Jesus!!,0,24,0,0,0,0,0,0,0,0,0
"Pessoal, boa tarde, isso é uma guerra, estão tentando derrubar o presidente desde o início, agora pra eles é tudo ou nada, eles sabem que precisam usar tudo o que eles tem agora, vamos estar confiantes, unidos somos mais fortes, honrar a Deus primeiramente, a justiça e a verdade esta com  a gente e não vamos abrir mão disso! VAMOS VENCER!",0,61,0,0,1,0,0,0,0,0,1
"O Homem que Gruda (Homem Sé)

“Porra, tá maluco. Fui sair pra espairecer, acendi meu beck com a caixinha pendurada ouvindo Djavan e Anitta, apareceu esse pau no cu. Grudou por trás de mim, me deixou mole. Meu corpo tava cedido, igual peixe no anzol. Na moral, será que eu vou morrer aqui? Tomando bombada na rua e todos olhando, tomara que seja um sonho.
“Ai tome, ai tome.” Só consigo ouvir isso da aberração, ela tá se divertindo..”",0,79,1,0,1,0,0,0,0,0,0
Claro com a criação do pix os bancos deixou de ganha como não ficar contra:woman_shrugging_medium_skin_tone:,0,15,0,0,0,0,0,0,1,0,0
"Muitos serão escolhidos, mas nem todos serão salvos. Que Deus tenha misericórdia de nós.:folded_hands_medium_skin_tone:",0,14,0,0,1,0,0,0,0,0,1
"Bárbara, o Pix foi criado pelo sistema bancário no governo Temmer e não pelo Bolsonaro, ele mente até nisso.
O Pix foi criado para os bancos se protegerem pois redes sociais com Watts, Telegram  Facebook tem um sistema similar ao PIX através de contas abertas através das redes sociais que seriam oferecidas em breve no Brasil, se isso acontecer os bancos perderiam receita e controle e por isso criaram o PIX.
Tem vídeo do Bolsonaro confundindo o PIX com carteira de habilitação para piloto da Aeronáutica.
Bolsonaro mente 24hs",0,89,0,0,0,0,0,0,1,0,0
"não elegendo senadores que apoiam o governo, mais ao contrário, o STF salva a sua pele, pois não correm risco de ser impitimado",0,23,0,0,0,0,0,0,1,0,0
elegendo dep fed da esquerda darão um jeito de fazer o impeachement do presidente. Assim tira ele na boa e fazem nova eleição,0,23,0,0,0,0,1,0,0,1,0
"PESQUISE BEM SEU CANDIDATO

Renan Jordy é economista do Banco Central do Brasil, irmão mais velho do Deputado Federal Carlos Jordy e o candidato mais bem preparado para assumir uma cadeira na Alerj.

NÃO HÁ DÚVIDAS!
#VEMCOMAFAMILIAJORDY:Brazil:

:backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down:
:Brazil: RENAN JORDY :keycap_2::keycap_2::keycap_1::keycap_1::keycap_1: 
:Brazil: CARLOS JORDY  :keycap_2::keycap_2::keycap_1::keycap_1:
:Brazil: DANIEL SILVEIRA :keycap_1::keycap_4::keycap_2:
:Brazil: CLÁUDIO CASTRO :keycap_2::keycap_2:
:Brazil: JAIR BOLSONARO  :keycap_2::keycap_2:",0,58,0,0,0,0,0,0,0,0,0
"Esse cara está louco, está acima de tudo e todos, é um absurdo",0,13,1,0,0,0,0,0,0,0,0
