text_content_anonymous,preconceito,num_tokens,Capacitismo,Gordofobia,Int.Religiosa,LGBTFobia,Misoginia,Xenofobia,Racismo,Hetarismo,Prec.Politico
"Não deixe o mal usar os obstáculos para criar quadros negativos em sua imaginação. Olhe os obstáculos como etapas do plano de Deus para sua vida. Aprenda com as dificuldades. Traga diariamente a sua lembrança, o fato que nada pode frustrar os planos de Deus. Lembre-se do encorajamento registrado em Jó 42.2: “Sei que podes fazer todas as coisas; nenhum dos teus planos pode ser frustrado.” Acredita, Deus não perde o controle de nada!
Bom dia - Deus te abençoe 
[USER]",0,81,0,0,1,0,1,0,0,0,1
"POR FAVOR, SE NOS AJOELHARMOS E ORARMOS TODOS JUNTOS, DEUS IRÁ NOS CONCEDER A VITÓRIA. NADA IMPEDE OS GRITOS PARA AS FORÇAS ARMADAS, MAS DEUS VEM PRIMEIRO PARA QUE, DEPOIS, OS HOMENS VENÇAM COM O BRAÇO DE FATO, FORTE!",0,39,0,0,1,0,0,0,0,0,1
"Sugestão de fator de correção das “margens de erro” de “institutos de pesquisas” para o 2º turno das #Eleições2022 : 15 pontos percentuais para mais ou para menos, com  nível de confiança de 50%, equivalentes a jogar “cara ou coroa” com uma moeda.",0,43,0,0,0,0,0,0,0,1,0
"PRESTE MUITA ATENÇÃO NESTE VÍDEO, QUE MOSTRA A VERDADE DOS FATOS, CONTRA AS NARRATIVAS DA ESQUERDA E DA MÍDIA QUE FAZ OPOSIÇÃO AO  GOVERNO BOLSONARO.",0,25,0,0,0,0,0,0,0,0,0
"Eu sou um gringo. Na imprensa gringa os jornalistas estão criando uma narrativa para uma anistia sobre os desastrosos lockdown e mandatos de vacinas.

O mundo está mudando rapidamente. muitos agora acreditam que o COVID era de um laboratório e as vacinas são mais perigosas do que o COVID. Bolsonaro estava certo desde o início

Ninguém confia no voto eletrônico. Segure a linha que o mundo está com vocês",0,69,0,0,0,0,0,0,0,0,0
"Aviso pra vocês - Sei e acredito que muitos apoiadores do presidente esteja inconformados com o fato do Bolsonaro não ter ganho no primeiro turno, mas nesse momento quando há segundo turno e mais dias de campanha, é preciso ter pé no chão, conseguir atrair o máximo de votos daqueles que votaram em outros candidatos e convencer outros que votaram branco, nulo ou deixaram de votar para que possam votar contra o petismo!",0,73,0,0,0,0,0,0,1,0,0
Será que os eleitores de Lula esqueceram o que é viver num país com hiperinflação?. Governos de esquerda estão todos assim ou caminhado para isto aqui na América Latina.,0,29,0,0,0,0,0,0,0,0,0
"Posso sugerir uma pequena ação para todos nós?

Cada um de nós irmos para o quarto, fechar a porta e ajoelhar perante Deus, orando por essa eleição e por nosso Presidente.

Vamos colocar a votação nas mãos do SENHOR DAS NOSSAS VIDAS.

Se não for possível, quando vocês estiverem sozinhos, façam uma oração para o Nosso Deus.

Creiam que a oração do justo tem poder.

Coloquemos Deus em primeiro lugar e Ele cuidará dessa batalha.",0,75,0,0,1,0,0,0,0,0,1
":folded_hands:Encerrando a semana. Obrigado a todos que passaram por aqui nesta semana tensa. ""Saiba disto: nos últimos dias sobrevirão tempos terríveis. Os homens serão egoístas, avarentos, presunçosos, arrogantes, blasfemos, desobedientes aos pais, ingratos, ímpios, sem amor pela família, irreconciliáveis, caluniadores, sem domínio próprio, cruéis, inimigos do bem, traidores, precipitados, soberbos, mais amantes dos prazeres do que amigos de Deus, tendo aparência de piedade, mas negando o seu poder. Afaste-se também destes."" 2 Timóteo 3:1-5. Feliz Sábado a todos.",0,78,0,0,1,0,0,0,0,0,1
":red_exclamation_mark:Lista de Candidatos estado de
:red_triangle_pointed_down:São Paulo 
:backhand_index_pointing_down:
Governador: Tarcísio 10

Dep Estadual: 
Gil Diniz ( Carteiro Reaça ) 22120
Clau de Luca 22580
Bruno Zambelli 22100
Major Mecca 22000
Lucas Bove 22500
Castello Branco 22288
Dra Ligia Funaki 35051
Fabio Duarte 19762
Fábio cândido 22555
Tomé Abduch ( movimento nas ruas) 1055
Maria Helena Peternelli 44444

Dep Federal: 
Eduardo Bolsonaro2222
Dra Maria Emília Gadelha 2800
Marcelo Rossi ( Canal Geopolítica)1468
Ricardo Salles 2250
Carla Zambelli 2210
Tenente Mosart ( foi acessor especial do Presidente) 2238
Wesley Ros 2280
Capitão Derrite 2290
Mário Frias 2208
Sérgio Camargo 2204
Munir Wahhab ( membro aqui do Canal )1420
Delegado Paulo Bilynskyj 2247
Ricardo Izar 1011
Adrilles Jorge 1414
Diogo Forjaz 2292
Príncipe Luiz Phillipe 2243
Liliane Ventura 2269
Moisés 1406 ( Pátria e Defesa )
Pablo Marçal 9000
General Peternelli 4444
Felipe Lintz 5152

Senador: Marcos Pontes 222",0,146,1,0,0,0,0,0,1,0,1
"Só QUÊ é ESTRANHO :backhand_index_pointing_up::thinking_face:a CNN estar divulgando isso se ELA é uma ESQUERDISTA representante da NOM.

Então, não vamos nos DESESPERAR. Mesmo que a ESQUERDA tenha o plano da POUPANÇA SOLIDÁRIA, isso pode acontecer SIM depois das eleições caso a ESQUERDA TOME O PODER, neste atual momento, talvez seja também UM plano da ESQUERDA de esparramar boatos para nos fazer correr aos BANCOS e tirar DINHEIRO, provocando uma DESESTABILIZAÇÃO GERAL na economia.

NÃO VAMOS CAIR nas ARMADILHAS da ESQUERDA.",0,80,0,0,0,0,1,1,0,0,1
"Concordo que não é só oração, mas também ação, mas devemos antes de cada ação, buscarmos a Deus em oração pedindo que nos ajude dando direção e sabedoria!
       
        Salmos 127:1
Se o Senhor não edificar a casa, em vão trabalham os que a edificam; se o Senhor não guardar a cidade, em vão vigia a sentinela.",0,56,0,0,1,0,0,0,0,0,1
"Olha só o que a imprensa da esquerda não divulga: 
Informações oficiais do site do TSE
O total dos votos brancos, nulos e abstenções, somam 38.223.635.
Então o jogo ainda não está perdido e PODE ser revertido no 2⁰ turno.
O BRASIL tem no dia 30/10 a sua última chance e cabe a nós essa responsabilidade.
:Brazil::Brazil::Brazil::Brazil:

Bolsonaro                      51.072.345
ex presidiário lula      57.259.504",0,63,0,0,0,0,0,0,1,0,0
"Eu estou acompanhando o canal desde final de 2019. Serei bem sincero, em dizer: ""que as vezes, Deus me dá surras de libertação mental. Porquê? kkk cara, você estraga o dia de qualquer hum, que não tenha capacidade de entender a realidade dos fatos. Obrigado por me deixar puto por algumas horas, mas que a surra que tomo, me faz acordar para a realidade, que é o reino de Jesus. Obrigado.",0,71,0,0,1,1,0,0,0,0,1
Tenho amigos no Líbano e esse tipo de ação está sendo patrocinada pela esquerda.,0,14,0,0,0,0,0,0,0,0,0
"1 Coríntios 6:9-10

9Vocês não sabem que os perversos não herdarão o Reino de Deus? Não se deixem enganar: nem imorais, nem idólatras, nem adúlteros, nem homossexuais passivos ou ativos,
10nem ladrões, nem avarentos, nem alcoólatras, nem caluniadores, nem trapaceiros herdarão o Reino de Deus.",0,45,0,0,1,0,0,0,0,0,1
"Vc precisa pensar um pouco....
Eles não iriam lançar mão dessa fraude tão escancarada para irem para o 2⁰ turno, não faz sentindo...o plano era vencer no 1⁰ turno, já tava tudo armado...festa na paulista..repórteres internacionais..o reconhecimento de inúmeros países reconhecendo a vitória do bandido...iam sacramentar tudo para não ter apelação e estaria tudo perdido.
Mas ele parou antes dos 50% + 1...porque???...algo aconteceu que brecou o algoritmo...então, pelo amor de Deus, não pense que pessoas milhões de vezes mais preparadas que vc ou eu não sabem o que se passou e qual é a melhor estratégia a ser tomada. Eles não vão permitir que se repita oque aconteceu no 1⁰ turno.
Então pare com esse discurso que só tem como consequência desestimular as pessoas...
Acredite no seu Presidente e nas Forças Armadas (Graças a Deus elas estão do nosso lado), eles sabem como e quando agir...
Vc ou eu não sabemos.
Estimule os nossos soldados em vez de os deixar desanimados...",0,162,0,0,1,0,0,0,0,0,1
"EU VI ISSO NO OUTRO GRUPO ESTAVA FALANDO!
O Bolsonaro ta com outro massonico do AGRO que não querem concorrentes de fora da maçonaria e por isso estão criando essa propagando para o NOSSO AGRO QUE ESTA COM OS MAÇONS COMTINUAR ASSIM!!!!
ISSO É UM ABSURDO GENTE!!!!!!
TEMOS MUITOS MEMBROS CRISTÃOS DO AGRO QUE SAO CIDADÃOS DE BEM!!!!!!
BOLSONARO ESTA SE REVELANDO UM GRANDE TRAIDOR. !!!!!! JUDAS !!!!!!!",0,68,0,0,0,0,0,1,0,0,0
"Millôr não chegou a viver o governo Dilma , mas viu o suficiente de Lula para deixar as precisas frases abaixo :backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down:

""A ignorância subiu-lhe à cabeça. Ele acha que sabe tudo, mas não sabe nada"".

""Lula chegou ao limite extremo da soberba. E ultrapassou-o""

""O Brasil é o único país em que os ratos
conseguem botar a culpa no queijo"".

""Lula, um líder aspirando cada vez mais pompa e
tropeçando cada vez mais nas circunstâncias""

'Lula é um autocrata. Esse negócio da bebedeira dele foi ridículo. Ele disse que decidiu expulsar o
jornalista como exemplo. Para quê? Para que
todo mundo fique com medo de escrever coisas negativas sobre ele?""

""Lula é um túnel no fim da luz"".

""Freud ficaria besta com Lula; é o ego maior do mundo""

""Lula tem um grande passado pela frente""

———————————-",0,138,0,0,1,0,1,0,0,0,0
e se vcs são a favor da família e da palavra de Deus,0,13,0,0,1,0,0,0,0,0,1
"Esses diálogos são para trazer investimentos para o Brasil, Arábia Saudita é um país rico, lembrem-se das promessas de campanha, foi prometido diálogo em prol do Brasil com todos os países",0,31,0,0,0,0,0,0,0,0,0
E por isso tem essas brigas que estamos tendo aí separando a esquerda da direita,0,15,0,0,0,0,0,0,0,0,0
"Lula no morro do Alemão, aonde tem concentração de traficantes, onde outros candidatos tem dificuldades em entrar, mas nesse local, esse candidato tem trânsito livre. Agora o excondenado só usa branco para esconder a verdadeira cor que ele ama que é o vermelho, mas esta,  assusta o eleitor. É tudo para te enganar, começando pela cor da roupa que usa",0,60,0,0,0,0,0,0,1,0,0
"______

Está escrito na palavra de Deus, o Senhor dos céus e da terra.

Apóstolo Paulo servo de Jesus Cristo o Filho de Deus






Por isso não desanimamos. Embora exteriormente estejamos a desgastar-nos, interiormente estamos sendo renovados dia após dia,
 






Está escrito em 2 Coríntios 4:16 Bíblia Sagrada

__________",0,49,0,0,1,0,0,0,0,0,1
"Primeiramente nunca te vi e não tenho motivos algum para lhe chamar no privado, e segundo...
COMO ALGUÉM QUE É DE ESQUERDA VAI INDICAR O GRUPO OFICIAL DO BOLSONARO PARA RECEBER INFORMAÇÕES VERÍDICAS??? PODE ENTÃO VOCÊ INDICAR AO QUE ESTÃO AQUI PARA ENTRAREM PARA O GRUPO OFICIAL DO BOLSONARO PARA ELES NÃO SEREM ENGANADOS??? EU ACREDITO QUE NÃO, PORQUE VOCÊ TAMBÉM FAZ PARTE DESSE BANDO. A tua casa e de todos vocês de esquerda que não conseguem agir de forma honestas caíram. 
A VERDADE JÁ GANHOU. E NÃO TEM NAÇÃO MELHOR DO QUE AQUELA QUE ESTÁ PAUTADA NA VERDADE.

SAIAM DESSES GRUPOS FAJUTOS, POIS ME BANIRAM POR TENTAR ORIENTAR OS NOSSOS CONSERVADORES",0,112,0,0,0,0,0,0,0,0,0
"O que estão dizendo em outros grupos é que esse grupo foi feito pela esquerda...... Para ter esse tipo de postagem  ( votei mas não vou mais votar no Bolsonaro blá blá blá ) e tentar influenciar bolsonaristas.... além de ter acesso aos votos das pessoas ...nome, local de votação etc",0,51,0,0,0,0,0,0,0,0,0
Eu sou e enquanto eu existir serei Jair Mércia de Bolsonaro que o senhor e salvador Jesus Cristo continue abençoando ele e todos de sua família e os candidatos eleitos que fazem parte dessa linda e abençoada família bolsonarista,0,39,0,0,0,0,0,0,0,0,0
"Pessoal pala amor de Deus não coloque o Romário o próprio presidente que não poderia falar o nome do Daniel Silveira fez uma live e indicou a Clarissa garotinho, ou votamos em Daniel ou votamos na Clarissa",0,37,0,0,1,0,0,0,0,0,1
"Se a imprensa mente na cara dura sobre as manifestações do 7 de Setembro, distorcendo aquilo que todos estão vendo com seus próprios olhos, imagina as falcatruas que ela faz em relação a número de mortos na pandemia, ocultação de reações adversas de vacinas, novos vírus, etc? Se ela mente sobre fatos públicos que são patentes aos olhos de todo o povo, imagine nas coisas que são mais difíciceis de verificar. A manipulação da mídia sobre o 7 de setembro deixou ainda mais claro o trabalho sujo de desinformação e manipulação que eles realizam todos os dias envolvendo os mais variados temas.",0,102,0,0,0,0,1,0,1,0,0
"Porque nós cremos com o coração e somos aceitos por Deus; falamos com a boca e assim somos salvos. 
Romanos 10:10 NTLH 
:open_book::Brazil::Israel::place_of_worship:
#OremPeloBrasil 
#OremUnsPelosOutros 
#BomDia 
#PazSejaConvosco 
#OtimaTerçaFeira 
#DeusTeAbençoe 
#DeusPatriaFamiliaLiberdade 
#BrasilAcimaDeTudo 
#DeusAcimaDeTodos",0,32,0,0,1,0,0,0,0,0,1
"Provérbios Cap. 24 | ARC
29 Não digas: Como ele me fez a mim, assim lhe farei a ele; pagarei a cada um segundo a sua obra.
*Há um Deus que tudo vê e lembre-se a lei da colheita é sempre proporcional da semeadura entregue tudo nas mãos dele*
Bom dia! A paz do Senhor Jesus!",0,56,0,0,1,0,0,0,0,0,1
Amanhã live do Presidente as 19h bomba dobre fraudes nas eleições desde 2014 até 2022.Vai ser bomba.,0,17,0,0,0,0,0,0,0,0,0
"Não enviem comprovantes ou documentos, este grupo é de esquerda CUIDADO.",0,11,0,0,0,0,0,0,0,0,0
O que está por trás de tudo isso é o Globalista George Soros.,0,13,0,0,0,0,0,0,0,0,1
"*:warning: ATENÇÃO* :warning:

*Compartilhem este texto com todos os seus conhecidos, amigos e familiares!!!*

*Vocês se lembram que, nas eleições de 2018, diziam que Bolsonaro ia destruir o Bolsa Família, que iria assassinar homossexuais, negros, índios? Nada disso* *aconteceu. Pelo contrário, Bolsonaro aumentou o valor do Auxílio que se chama hoje Auxílio Brasil para R$ 600, socorreu os mais vulneráveis durante a pandemia com R$ 600 e conseguiu baixar o número de assassinatos de todos os brasileiros.""*

*Como disse o Ministro da Economia Paulo Guedes, não acredite nas mentiras de quem só quer roubar seu voto!*

*Dia 30 é* :keycap_2::keycap_2::Brazil:",0,100,0,0,0,0,0,0,0,0,0
"Negro, branco, amarelo, qualquer pessoa é bem recebido aqui independente da cor, se tu quer saber na serra tem muito mas muito gente lá de Senegal e hait",0,28,0,0,0,0,0,0,1,0,0
Tem que travar a economia do Brasil para que os ratos saim do poder nós que fazemos a economia girar e vocês acham que os empresários vão investir a qui se for comunista nunca nani vai acabar com todos os nossos empregos quem tem não vai ter por que dependemos do empresários do país para que gerem em prego Povo trabalhador mais perder umas dias de serviço que o resto da vida escravo da esquerda e passando fome e comendo cachorro não é o futuro que você deseja né em tão não retroceder já mais agora é um revolução patriótica sem violência. O mundo tem que ver que o Brasil não aceita mais corrupção impunidade divisão injustiça e falta de caráter povo hora é só está e nada mais ou recuperamos o nosso Brasil ou perdemos tudo.,0,137,0,0,0,0,0,0,1,0,1
"O leão da tribo de Judá está rugindo !!! 
Todo joelho se dobre para Jesus !!!!",0,16,0,0,0,0,0,0,0,0,0
"Jó 12

18. Deus tira os reis dos seus tronos e os põe na prisão.",0,15,0,0,1,0,0,0,0,0,1
"Tropa do tenham cuidado com esses desgraçados do PT que parece que estão se reunindo para atacar caminhoneiros e as pessoas, inteceptei algumas mensagens eles se programando para tais atos, fiquem espertos e alerta Fé em Deus ja deu tudo certo venceremos essa batalha :Brazil::Brazil::Brazil:",0,45,0,0,1,0,0,0,0,0,1
"Passagem da bíblia onde Deus defenda os ricos???...que tipo de ""crente"" você é???...Jó era pobre???...Abraão, o pai da fé, foi pobre na sua bíblia???...ou mesmo Moisés, Rei Davi, Daniel, etc...não citei nenhum versículo pq são inúmeros...mas vou deixar aqui um versículo bem claro para o seu progressismo hipócrita: Romanos 2:11 ""...Porque, para com Deus, não há acepção de pessoas..."":backhand_index_pointing_left::eye::brain:...se bem q certamente a ideologia é sempre maior que a fé progressista, né???...rsrsrs...vamos lá...não fuja não... rsrsrs....diga o q vc sabe sobre CAPITALISMO, além dos vários e somente adjetivos pejorativos, que a sua ideologia se refere...defina com suas próprias palavras  o  C A P I T A L I S M O...rsrsrs...estou curioso... rsrsrs.",0,113,0,0,1,0,0,0,1,0,1
VOCÊS DEVEM SE AJOELHAR E IMPLORAR A DEUS ANTES DE DIZEREM AS PALAVRAS INTERVENÇÃO.,0,14,0,0,1,0,0,0,0,0,1
"Boa tarde irmãos paz.Uma ótima tarde e uma semana abençoado pelo Pai Altíssimo.Paz queridos irmãos :raising_hands_medium-dark_skin_tone::raising_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::red_heart::red_heart::red_heart::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::raising_hands_medium-dark_skin_tone::raising_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::raising_hands_medium-dark_skin_tone::raising_hands_medium-dark_skin_tone::raising_hands_medium-dark_skin_tone::raising_hands_medium-dark_skin_tone:

""Toda palavra de Deus é pura; ele é um escudo para os que nele confiam. Nada acrescentes às suas palavras, para que ele não te repreenda e tu sejas achado mentiroso.Duas coisas te peço; não mas negues, antes que morra: Alonga de mim a falsidade e a mentira; não me dês nem a pobreza nem a riqueza: dá-me só o pão que me é necessário"" Provérbios 30: 5 a 8",0,86,0,0,1,0,1,0,0,0,1
"Enfim chegou o grande dia. Essa nação verde e amarela vai mostrar ao mundo hoje o que somos, um povo de paz, de ordem,  de amor a pátria, que Unidos libertou o país das garras do comunismo e do socialismo.  Povo que aprendeu a respeitar um Presidente, que foi esfaqueado, caluniado por toda imprensa esquerdista o tempo todo, , que teve toda a sua família como alvo da maldade, da  covardia, das atitudes mais baixas só com o intuito de derruba-lo  e que sobreviveu porque DEUS sabia que ele nos salvaria de todo esse mal. ENTÃO POR TUDO O QUE O NOSSO PRESIDENTE PASSOU, HOJE O HONRAREMOS COM NOSSOS VOTOS MOSTRANDO A ELE O QUANTO SOMOS GRATOS POR TUDO O QUE ELE FEZ POR NÓS! QUE DEUS NOS ABENCOE A TODOS NESSE DIA QUE VAI SER HISTORICO! :Brazil::folded_hands:",0,138,0,0,1,0,1,0,1,0,1
Presidente Bolsonaro não deixe a esquerda tomar conta do país o brasileiro do bem não aceita,0,16,0,0,0,0,0,0,0,0,0
Joelhos no chão  hoje e amanha cedo clamando a Deus que esteja a frente do povo BRASILEIRO na luta contra o Comunismo!! Assim como esteve a frente do exercito de ISRAEL liderado pelo Rei Davi,0,35,0,0,1,0,0,0,0,0,1
"18 Havia adoração aos anjos no gnosticismo, onde eram efetuados cultos e ritos de fertilidade etc
Onde diziam várias coisas erradas sobre Deus como por exemplo dizer que no Velho Testamento era o Diabo que guiava os hebreus etc
E que Jesus seria filho de outro ""deus"" etc coisas não vistas, coisas que nunca ocorreram e nem foram verdadeiras",0,59,0,0,1,0,1,0,0,0,1
"Não há honra na covardia, e não há dignidade em se esconder.
A frase ""Melhor um covarde vivo do que um herói morto"". Esconde a realidade que depois que matarem os heróis vão matar os covardesnos campos de concentração.
Releiam os fatos da segunda guerra.
Primeiro mataram os heróis depois prenderam, torturaram e mataram em campos de (concentração no passado e ""reeducação"" no presente).

Vai, isso mesmo fica com medo, salva sua pele enquanto há tempo!",0,76,0,0,0,0,0,0,1,0,0
"_________

Está escrito na palavra de Deus, o Senhor dos céus e da terra.


O Livro de SALMOS





Deus reina sobre as nações;
Deus está assentado em seu santo trono. 

Os soberanos das nações se juntam 
 ao povo do Deus de Abraão,

pois os governantes da terra pertencem a Deus ;
ele é soberanamente exaltado .






Está escrito em Salmos 47:8-9 Bíblia Sagrada

_________",0,64,0,0,1,0,0,0,0,0,1
"Converse com as pessoas próximas a você e mostre a importância de votar em Bolsonaro no segundo turno.

Não queremos que a esquerda faça conosco o que fez com as pessoas na Venezuela, Argentina e demais países da América Latina.

FAÇA A SUA PARTE, compartilhe as mensagens com seus contatos.",0,50,0,0,0,0,0,0,0,0,0
"Muito óbvio . Petistas aqui postando tudo o que é fake apenas para tentar enganar a si mesmo . Pq os que são da direita aqui, são informados e não alienados com postagens absurdas , fotos montadas (e muito óbvio ).",0,41,0,0,0,0,0,0,0,0,0
"Ester desavisada, qq outro Messias que existe e não for Jesus, é Messias somente no nome.
Porém Jair Bolsonaro é um defensor da família, dos princípios cristãos o outro lado é corrupto e ladrão. 
Não perca seu tempo num canal onde você não é brm vinda.
Vai aceitar Jesus e que as escamas caiam dos seu olhos :folded_hands:",0,58,0,0,0,0,0,0,0,0,1
"NA VERDADE, SÓ FOMOS ENTENDER O QUE ACONTECEU DEPOIS, QUANDO VI NAS REDES SOCIAIS VÁRIOS RELATOS IGUAIS,E AS PESSOAS EXPLICANDO O QUE ACONTECEU É QUE MINHA FICHA CAIU, NÓS DA DIREITA TEMOS QUE TER MAIS MALÍCIA, PORQUE O MAL NEM DORME",0,41,0,0,0,0,0,0,0,0,0
"Querido Deus, peço que me ajudes a permanecer fiel a essa causa. Senhor, eu desejo viver totalmente pelo nome de Jesus e nada mais. Que eu possa ser uma parte efetiva do Teu plano para o resto dos Teus filhos, Senhor. Em nome de Jesus, oro. Amém.",0,47,0,0,1,0,0,0,0,0,1
Ainda querem enfiar de goela dentro as mentiras de fraude e a culpa dos nordestino,0,15,0,0,0,0,0,1,0,0,0
Essa raça maligna não precisa de motivo. Foi a ex presidente de direita da Bolívia que foi presa e condenada por atos antidemocráticos,0,23,0,0,1,0,0,0,0,0,0
"_________

Está escrito na palavra de Deus, o Senhor dos céus e da terra.

O Livro de SALMOS



Tu, Senhor, manténs acesa a minha lâmpada;
o meu Deus transforma em luz as minhas trevas.

 Com o teu auxílio posso atacar uma tropa;
 com o meu Deus posso transpor muralhas.

Este é o Deus cujo caminho é perfeito ;
a palavra do Senhor
é comprovadamente genuína.
Ele é um escudo para todos os que nele se refugiam .



Está escrito em Salmo 18:28-30 Bíblia Sagrada

_________",0,85,0,0,1,0,0,0,0,0,1
"Vamos orar a Jesus Cristo :folded_hands::folded_hands::folded_hands: pelo Brasil.

 ""Brasil acima de tudo
""Deus acima de todos "". :Brazil::Brazil:
Presidente Bolsonaro 22",0,21,0,0,1,0,0,0,0,0,1
"Alguém tem o vídeo do Olavo indicando o povo de como pedir o voto auditável.
Porque o whazap apagou de todos os contatos que mandei",0,25,0,0,0,0,0,0,0,0,1
"Na próxima? tá de sacanagem, o cara já é deputado, já tem a carteira e o poder na mão e vem com conversa de fazer algo na próxima? Quando a gente fala que o Bolsonaro está sozinho não é atoa esses deputegs só prestam pra fazer # em rede social depois tem direitinha imbecil com mimi de porque Bolsonaro precisa se aliar com centrão, simples porque no rastro do Bolsonaro além ter se elegido traidores ainda elegeu um bando de mimizento covarde que não ajuda em porra nenhuma. O Unico que tinha fibra e tem foi quem se ferrou Daniel Silveira porque este sim estava de fato sozinho e ainda safados em rede social condenando o Daniel e outros que tem coragem e honra. Fernando essa minha resposta não foi pra você mas para os desavisados que ficam aplaudindo esses deputados de redes sociais que não fazem nada e deixam o Capitão sozinho na trincheira",0,155,1,0,0,0,0,0,0,0,0
acredite no processo e acredite em Deus esta plataforma é a melhor esta plataforma é real esta plataforma é diferente das outras experimente e testemunhe a si mesmo,0,28,0,0,1,0,0,0,0,0,1
"Quem esta com a verdade não fica nervoso, não gagueja e sabe que nada, mas nada mesmo irá lhe derrubar. Essa postura do Bolsonaro foi forjado no meio militar. Homens de honra, caráter e que sabem que é melhor tomar as vezes uma má decisão do que ficar indeciso e pecar pela omissão. Tenho um em casa e vejo no Bolsonaro as mesmas posturas do meu marido. Por vezes parecem duros, frios, mas na verdade são sensatos e sabem a hora de amolecer o coração e ser sensível.",0,88,0,0,1,0,1,0,0,0,0
Por isso vou de Bolsonaro. Vou de candidatos que apoiam nossas pautas. O Brasil é do Senhor Jesus,0,18,0,0,0,0,0,0,0,0,0
"P q será q o zumbi ñ levou no 1T, se tdo estava em sincronismo pra isso,  aqui e lá fora? Deu errado. Dedo militar: ratos morderam o :cheese_wedge:. Nossa :Brazil: jamais será :triangular_flag:! Qtos ñ creem nisso e estão assustados? Livre-arbítrio: sofre-se por escolha. De novo, 
[USER]
:o fim será glorioso! - Dr. Renato Gomes",0,56,0,0,0,0,0,0,0,0,1
"- Abaixo, mais um pouco sobre o ""grupo PRERRÔ"".:backhand_index_pointing_down:

O desespero é real, meus amigos. 
Entendam isso. 
""Peixes pequenos"" se sacrificam (expõem), em prol de suas ""autoridades"".
Quando um inimigo, que sempre atuou nas sombras, decide mover-se de forma inconsequente, no intuito de evitar que a verdade se propague, acordando as pessoas (ovelhas não mais); é um claro sinal de que o cenário é apenas um: PÂNICO MODE.

Todos serão expostos à luz.
Todos pagarão por seus atos.
Nada sobrará. 
:fire:",0,81,0,0,0,0,0,0,1,0,0
"SÓ VOTEM EM CANDIDATOS COM AS SEGUITES DEZENAS:
:down_arrow::down_arrow::down_arrow::down_arrow::down_arrow::down_arrow::down_arrow::down_arrow::down_arrow::down_arrow::down_arrow::down_arrow::down_arrow::down_arrow:

10....REPUBLICANOS
22.... PL
14.... PTB

 QUE DEUS NOS ABENÇOE E PROTEJA AMANHÃ",0,21,0,0,1,0,0,0,0,0,1
"CORONEL RAMIRO ITA, 

POR GENTILEZA, POSTE OS ENDEREÇOS CORRETO PARA OS PATRIOTAS,

OS PATRIOTRAS IRÁ FICAR GRATOS!


:warning::warning:DIVULGEM O MÁXIMO POSSÍVEL :warning::warning:
VAMOS LEVANTAR ESTA NAÇÃO E SALVAR NOSSO PAÍS. 
NÃO BASTA FICAR NA INTERNET.",0,35,0,0,0,0,0,0,0,0,1
"Mas alí,  ficou claro q foi fraude . O povo foram votar no presidente, tanto que os candidatos do bolsonaro ganharam",0,21,0,0,0,0,0,0,1,0,0
"Essa sensação de solidão está também associado diretamente a Deus Pai.

Vamos entender :backhand_index_pointing_down_medium-light_skin_tone:

Em Gênesis 1:26-27 é dito que fomos criados a imagem e semelhança de Deus, (e sim, aparência e no sentimento, seres espirituais, celestiais tem forma e também sentimentos).

Deus Pai antes de criar todas as coisas sentiu essa solidão, Ele estava só, e sentiu de criar e amar.
Com essa visão e sensação de solidão que sentimos percebemos o quão grande é o amor de Deus Pai por cada um de nós, pela sua criação. O amor Dele por nós é tão grande que Ele deu seu filho unigênito Yeshua (Jesus) para nos resgatar, nos salvar.

:open_book: João 3:16: ""Porque Deus amou ao mundo de tal maneira que deu o seu Filho unigênito, para que todo o que nele crê não pereça, mas tenha a vida eterna.""

:open_book: 1João 4:9: ""Foi deste modo que se manifestou o amor de Deus para conosco: em haver Deus enviado o seu Filho unigênito ao mundo, para vivermos por intermédio dele.""",0,171,0,0,1,0,1,0,0,0,1
Não podemos desanimar pessoal pq é isso q a esquerda quer. Não ganhamos tudo ainda agora vamos para a última batalha.,0,21,0,0,0,0,0,0,0,0,0
"Sou Paraibana ,Nordestina ,moro em João Pessoa votei em Bolsonaro e em todos os candidatos do PL,mas estou com vergonha dessa região !",0,23,0,0,0,0,0,1,0,0,0
"369 - 963

9=MENTE
6=CORPO
3=ESPÍRITO

Adão viveu 930 anos e o segundo Adão veio completar o que faltou ao primeiro.

Jesus viveu 33 anos totalizando 963 anos 369 ao inverso 963. A sequência está ordenada começando no nove que é a mente como a primeira parte a ser transformada; depois o corpo e por último a porção do Ruah selando os santos.

E o mesmo Deus de paz vos santifique em tudo; e todo o vosso espírito, e alma, e corpo, sejam plenamente conservados irrepreensíveis para a vinda de nosso Senhor Jesus Cristo.
Fiel é o que vos chama, o qual também o fará. 

1 Tessalonicenses 5:23,24",0,108,0,0,1,0,0,0,0,0,1
