text_content_anonymous,preconceito,id,rotulo_chatgpt
"Irmãos FOMOS CONVOCADOS!!!
:soccer_ball::soccer_ball::soccer_ball::soccer_ball::soccer_ball:

Nossa copa do mundo é aqui em Brasília, e estamos nas finais!!!!!!!


Os juízes estão contra, a mídia está contra, nosso exército esta apático devemos nos unir em prol do maior protesto que esse país ja presenciou contra a corja inteira de corruptos

Que tomaram nossa casa

ERGAM-SE BRASILEIROS E BRASILEIRAS PATRIOTAS



LUTAREMOS ATÉ O FIM !!!


Deus 
Pátria 
Família 
Liberdade 


:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",0,799,1
"EU QUERO ESSA FAIXA PRA COLOCAR NA PRAÇA DA MINHA CIDADE AQUI NA BAHIA, CANUDOS SERTÃO BAIANO -BAHIA",0,1247,0
"*IDEIA GENIAL*

Foi criado um Grupo no Telegram, exclusivo para contagem pública de votos no Bolsonaro.

Lá é Proibido postar qualquer outra coisa.

Fale de onde você é, e se você votou no Capitão do Povo.

Convidem seus amigos patriotas para entrar no grupo

[USER]",0,1268,0
":clipboard:Anote esta data, 22 de outubro, o Dia da Virada!:Brazil:

Em Belo Horizonte temos um encontro marcado a partir de  09h, na Praça de Esportes da Pampulha.
Um evento voltado para toda família e contará com a presença da primeira dama, Michelle Bolsonaro e da senadora Damares.

Movimentos de Direita Conservador de MG, os Prs. Jorge Linhares, Daniela Linhares , líderes religiosos cristãos e  Movimento Mulheres com Bolsonaro se unem para entoar em uma só voz a importância da luta pela proteção das nossas crianças, famílias e pela nossa liberdade!

:check_mark_button:Traga toda a sua família, convide alguém que nunca participou de uma manifestação pró-Bolsonaro e se surpreenda com um evento jamais visto em BH!

A hora da virada é agora! :Brazil:

:Brazil:Belo Horizonte
:warning::check_mark_button:Dia 22 (sábado) a partir de 9 horas na Praça de Esportes da Pampulha (ao lado do parque Guanabara).",0,1187,0
O mais bonito neste vídeo é ver Deus trabalhando no coração do Emílio. Ele nao é mais o mesmo. Nós todos mudamos. E a gente sente Deus ali naquele momento. Amei.,0,358,0
"Tropa do tenham cuidado com esses desgraçados do PT que parece que estão se reunindo para atacar caminhoneiros e as pessoas, inteceptei algumas mensagens eles se programando para tais atos, fiquem espertos e alerta Fé em Deus ja deu tudo certo venceremos essa batalha :Brazil::Brazil::Brazil:",0,754,1
"A tá…. Alienado , que grande homem é o molusco seu demente!
A favor do aborto 
A favor da legalização das drogas 
Roubou trilhões e investiu em países comunistas , genocidas 
Irá dar a Amazônia para ONU, perderemos a nossa soberania como nação, jumento !
Legalização de pequenos roubos
Affffgf sem paciência com JUMENTOS HOJE!",1,1797,1
"Sou baiano irmão, e ACM NETO ESTA SE MOSTRANDO SER A MESMA COISA.",0,168,0
nem precisa de medo o Flavio mesmo postou hj esse grupo de pesquisa de hj ele é pago pela globo e outra tera tava 48 Luladrao x 44 Pres e nunca aumenta nosso Pres repare e hoje do nada me colocam 55% ao ladrao  subiu tao rapido ??? e nosso Pres 42%  :thinking_face: naao confie,1,1740,1
"MORO É GRAU 33 DA MAÇONARIA, TRAIDOR DA PÁTRIA, PROMOVE A AGENDA 2030 DA FOME, RETIRADA DOS BENS DOS CIDADÃOS. .FIM DAS EMPRESAS...NÃO PROMOVAM ESTAS INFORMAÇÕES FALSAS. . ELE FAZ PARTE DA CIA DOS USA E É O QUERIDO DA ONU. ELE VAI TOMAR O PODER ATRAVÉS DO SRNADO",1,1544,1
:red_circle: Mensagem Atual de Nossa Senhora. Confira com Atenção e Compartilhe! Deus abencoe e retribua :folded_hands:,0,1041,0
"______

Está escrito na palavra de Deus, o Senhor dos céus e da terra.







Ora, a fé é a certeza daquilo que esperamos e a prova das coisas que não vemos.








Está escrito em Hebreus 11:1 Bíblia Sagrada

_______",0,1116,0
"Junto a isso, quem crê em Deus, peça forças a Ele e ore pelo Brasil. Ore e fique ciente que o inimigo comunistas não é apenas interno, tbm está nas nossas fronteiras",1,2776,0
"!!!LULA não só é ladrão, assassino(hospital copa do mundo), apoiado de ditadura!!!!",1,1930,1
É guerra!!!! A esquerdalha já partiu para o tudo ou nada há muito tempo :SOS_button::SOS_button::SOS_button::SOS_button::SOS_button::SOS_button::SOS_button:,1,2796,1
"Povo ignorante ,eleger esse traidor canalha , o povo não sabe votar e nos nunca vamos crescer por causa desse inuteis",1,2784,1
Brasileiros não precisa de EUA embora eu não vou votar mais quem tem olhos pra ver as pessoas que segue Bolsonaro sabe que não tem como ladrão ganhar e mais quem tá do lado do ladrão e bandido EUA agora só tem pilantra quero quio senado dos EUA vai pro inferno,1,2505,1
"_________

Está escrito na palavra de Deus, o Criador dos céus e da terra.

Apóstolo PAULO servo de Jesus Cristo o Filho de Deus







 Suportem-se uns aos outros e perdoem as queixas que tiverem uns contra os outros.

 Perdoem como o Senhor lhes perdoou .







Está escrito em Colossenses 3:13 Bíblia Sagrada

______",0,532,1
"Quais os frutos que o Lula tem pra mostrar? Destruição das famílias tradicionais, ideologia de gênero, liberação de todas as drogas, destruição do cristianismo? É sobre isso que vc está falando? Bolsonaro é sim temente à Deus. Lula se diz ser a favor de Barrabás ao invés de Jesus. Tome muito cuidado com seus argumentos cheios de ódio por um presidente que está defendendo o Brasil da NOM. Vc sim, está me parecendo “aqueles que veem para confundir, enganar e destruir” a batalha espiritual que está posta é a guerra do bem contra o mal. Vc está criando dissidências dentro do grupo dos que defendem Deus em primeiro lugar, a pátria, a família e a liberdade.",0,1190,0
"BEM,  ninguém  pode se  sentir  enganado.  Estava tudo  desenhado  só cego  e surdo não  via e ouvia. 
Mas VAMOS  TODOS  VOTAR  PARA  OS  SAFADOS   CONTINUAR EM  COM AS  PROVAS.DO CRIME.
CONFIE  NO COMANDANTE DESSA NAÇÃO,  QUE  SERÁ  LIVRE  E PRÓSPERA. 
LEMBRANDO  A PENA  PARA OS LESAS  PÁTRIA,  SE CONTINUAREM A LESAR  O BRASIL!! A ESCOLHA  É  LIVRE!!!!",1,2691,0
"Considerando que nas urnas não exista fraude e a manipulação seja somente na hora de totalizar os votos, a conferencia seria muito simples.

Bastaria somar todos os votos de cada candidato a presidente a partir dos boletins de urna.

O TSE faz uma onda danada como se uma totalização de votos fosse algo complexo.

Imagine uma tabela Excel colocando nas colunas o nome do candidato e nas linhas o total de votos de cada urna para cada candidato. 

Ao final vai ter a soma dos votos colocando uma formula do excel. Simples assim.

Agora se a fraude ocorrer na urna já fica mais complexo ou até impossível de fazer a avaliação. A avaliação seria subjetiva por exemplo de que um candidato apoiado pelo presidente tenha mais votos que ele próprio. Ou que exista muitos votos em candidatos de direita e vença o candidato a governador ou presidente de esquerda.",0,818,0
"Holocausto Judeu ou Alemão?

O presente livro é o resultado de uma pesquisa histórica e que vai apresentar fatos completamente desconhecidos da grande maioria que se misturaram – ou não -, com notícias de conhecimento da grande maioria, sobre os fatos anteriores, durante e posteriores acerca do suposto Holocausto Judaico que põem completamente sua versão oficial em cheque, dando ao leitor terá a oportunidade de fazer seu julgamento.

Autor: S. E. Castan

Participe:backhand_index_pointing_right: [USER]",0,926,0
"Ao chegar mais cedo em casa, o marido encontra sua mulher nua na cama, prostada e respirando ofegante.
-O que houve querida? Vc não está passando bem?
-Acho que é um ataque do coração, responde ela.
Ao ouvir isso, o marido corre pro telefone, feito um louco, para chamar um médico. Enquanto tentava discar, o filho chega perto dele e avisa:
-Pai, tem um fantasma no banheiro.
O marido vai até lá, abre a porta e, encontra um cara vestindo um lençol. Puxa o pano e dá de cara com o seu melhor amigo, pelado. Ficou indignado e disse:
-Pelo amor de Deus Alfredo! Minha mulher tendo um infarto e vc fica assustando as crianças.

Assim é a mentalidade de um petista, que finge  que Lula não é ladrão.

 Sensacional! :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:

Eu sou Bolsonaro22  e Tarcísio10 :Brazil::Brazil::Brazil:",1,1993,1
"CONTINUO NA BATALHA ATÉ O FIM , COM DEUS , FÉ, JOELHO NO CHÃO, JEJUM E ORAÇÃO. EU NÃO DESISTO JAMAIS,",0,1173,0
"Alertamos sobre Bob Jeff e seus ""afiliados"". Poucos acreditaram ou ainda não acreditam no que muitos falaram.
Taí., explicitamente, mais uma tentativa infeliz, usando a mesma estratégia. Lamentável!
As ramificações entre ele, Daniel Silveira e outros da esquerda extrapolam o que a grande maioria sabe sobre armadilhas para derrubar Bolsonaro.
A quem interessa esse escândalo a 1 semana da vitória com o presidente praticamente eleito?
O Bo não é nenhum exemplo de heroísmo. Não caiam nessa. QUEREM APENAS BAGUNÇAR.
FOCO NA VITÓRIA DE BOLSNARO",0,433,0
"Você é um isentão, eivado de uma luz de pureza ímpar, quem é o Bolsonaro pra chegar perto da sua santidade, enquanto você coloca uma aura de santidade num ladrão. Coisa incrível.",1,2661,1
"A Argentina sofre com a volta do socialismo promovido pelo aliado de Lula. O projeto do Foro de São Paulo tem como principal objetivo a tomada de poder no Brasil para financiar as ditaduras comunistas e todos aliados da esquerda latino-americana. Não deixemos que Lula e o PT façam isso com o Brasil.

Bolsonaro :keycap_2::keycap_2:",1,2699,1
"#ELEIÇÕES/Gleisi: Simone Tebet apresentou a Lula rol de propostas e projetos

Gleisi nega que Lula e Tebet tenham discutido participação em eventual futuro governo

Gleisi diz que Tebet e Lula devem fazer encontro público amanhã

Fonte: BDM

:small_orange_diamond: t.me/alexeconomia",0,585,0
"Peço aos amados que dobrem seus joelhos e orem pelo pais nesse momento,
Esse é um momento de crise e que pode se ouvir o clamor do povo mas também pode-se tomar um rumo ruim Pois
Mal intencionados podem se aproveita desse movimento

Entao que a igreja intervenha em oração repreendendo as trevas , guardando em oração as famílias e que se cumpra a vontade soberana do Senhor Jesus Cristo 

Somente nos podemos combater o combate nas regiões celestiais",0,1404,0
até agr no grupo n sabem me responder o q o bozo fez em 4 anos,0,843,0
"Esses caras pensam ser expertos! e à população idiota!!!
A maior desgraça atual do Brasil foi este verme quem pariu!!!
“Teatro das tesouras” a todo vapor!!!
(Dia 30 se Deus permitir a “porca” que segura o parafuso de pressão da tesoura será rompido) 
e o Brasil se libertará dessas pragas!!!!!",1,2567,1
"Liberdade pelos meus pequenos,  não a pedofilia,  não a destruição da  família,  .
Velho lobo maldito...luladrao",1,2136,1
"Irmãos, a verdade vai doer:crying_face: fomos enganados, o Messias era um Judas! O sistema venceu, mais uma vez",0,1027,1
"Sabe disto: nos últimos dias sobrevirão tempos terríveis. 
Os homens serão egoístas, avarentos, presunçosos, arrogantes, blasfemos, desobedientes aos pais, ingratos, ímpios, sem amor pela família, irreconciliáveis, caluniadores, sem domínio próprio, cruéis, inimigos do bem, traidores, precipitados, soberbos, mais amantes dos prazeres do que amigos de Deus, tendo aparência de piedade, mas negando o seu poder.
Afaste-se desses também.
2 Timóteo 3:1-5",0,1259,0
"""Lula, seu mentiroso, ladrão, traidor da pátria... Tome vergonha na cara!"" - Presidente Jair Bolsonaro",1,2710,1
"Que base do governo? Numa ditadura comunista do judiciário com o executivo, a bancada vai virar pó",1,2485,1
"Tá estranho alegarem que teve muita abstenção, qdo muitos relatos são de pessoas que constataram que seu voto já tinha sido registrado. Eu  nunca vi tanta gente votando como nessa eleição. Nunca peguei fila e desta vez fiquei 40 minutos esperando. Essa alegação de abstenção deu-se em vários países, Chile, Argentina, Colômbia, França. Não é a realidade das ruas no dia da eleição.",0,1052,0
"Deus abençoe a todos aqui presente. Me chamo Ronny,sou de Fortaleza e atuo na área de segurança cybernetica desde o ano de 2001. Hoje atuando profissionalmente como Pentest Profissional,posso ser de muita utilidade a muitos aqui presente em prol dessa nossa luta pela reeleição do nosso Capitão.",0,554,0
"Gente, o PR pediu q não retirasse o direito de ninguém de ir e vir, não fazer o mesmo q os comunistas. O nosso direito acaba quando começa o do outro. Fechar rodovias completamente é ilegal, anticonstitucional. Vamos fazer a coisa certa. É pra irmos pra as portas dos Quartéis e não rodovias. Deixa isso para os caminhoneiros. O Agro ainda nem se manifestou.",1,2826,0
"Lembram-se daquela cena do filme “O PATRIOTA” com Mel Gibson quando no meio da batalha ele levanta a bandeira costurada de seu filho? Está é a nossa situação. Coragem, força. É claro que vamos vencer.
:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",0,365,0
"Não sabeis vós que sois o templo de Deus e que o Espírito de Deus habita em vós?

1 Coríntios 3:16



[USER]
☆*:leaf_fluttering_in_wind::cherry_blossom:⋱‿ :leaf_fluttering_in_wind::cherry_blossom:´ ⁀⋱‿ :leaf_fluttering_in_wind::cherry_blossom::leaf_fluttering_in_wind:",0,1402,0
"O ladrão não é o nordestino...
É o algoritmo do Xandão!
O povo não tem culpa!",0,1445,0
Engraçado tem gente que não gosta de fala de Deus parece que dói os ouvidos aí que dita regra no grupo dos outros :thinking_face::shushing_face::woman_facepalming_medium-light_skin_tone:,0,23,0
"Seres humanos, nao devemos dividir pessoas por etnias, crenças, sao SERES HUMANOS( embora alguns sejam pior q vermes:bug::worm:) mas sao criaçoes de Deus! DIVIDIR PARA CONQUISTAR?",0,303,0
"Boa tarde! Meu nome é Marly Camargo Bueno, sou cristã, católica apostólica romana praticante, 64 anos de idade, nunca votei no PT. Estou extremamente surpresa com o silêncio da nossa comunidade patriota sobre o envolvimento do presidente que eu votei 3 vezes com as ciências ocultas. Nem mesmo o ladrão deixou tão evidente em todo este tempo o seu envolvimento com rituais macabros. Eu me lembro bem, em 91 eu estava eu estava uma mocinha de 33 anos e tinha minhas ressalvas com o Collor. Anos mais tarde, a ex esposa foi ao Fantástico para revelar que ele se consagrava no porão de casa com sangue de galinhas pretas e porcos. Tinha até uma guru espiritual que o guiou pela rampa (procurem no Google). Se vocês só aceitam tudo que o presidente faz sem questionar, isto não tem outro nome senão SEITA BOLSONARISTA. meu voto dia 30 é nulo.",1,2324,0
Acredito sim. Pode realmente acontecer. Alckmin não ganha eleição pq tem carisma zero. O luladrao ainda tem apelo na militância dos jumentos. Ele pode puxar o tapete do molusco rapidinho.,1,2805,1
"Comunista é seu rabo FDP
Me respeita seu imundo
Respeito meu pensamento
Não sou comunista
Vc que é um idiota imbecil que não respeita o pensamento do outro
Seu lixo",1,1994,1
"O Prof. Olavo de Carvalho alertou para este fato. Que o PR teria que quebrar as pernas da comunada imediatamente, fato que não aconteceu. Esperar este povo desistir de atacar, mesmo recebendo tantas benesses, foi asneira.",1,2298,1
Esse grupo e da esquerda .. .pq vcs ainda continuam se enganando?????... Parece que gosta de se passar por trouxa.....estamos fazendo várias denúncias....não coloque o comprovante.. pelo amor de Deus..     ..em vez de ficarem ligeiros...ficam ae postando seus comprovantes... Depois não reclama...   AQUI E CANAL DE ESQUERDA.. . Entenderam agora.. . .,1,2534,1
Mas o pior é que estão associando isso à vantagem do Luladrao,1,2526,1
"* ATENÇÃO *

ESSES GRUPOS SÃO TODOS FAKES. FAÇAM A DENUNCIA NOS TRÊS PONTINHOS NO CANTO SUPERIOR DIREITO E SAIAM 

* NAO ENVIEM DOCUMENTOS E SE ENVIARAM APAGEM **

Os eleitores do molusco estão desesperados kkkkkk acabooooooooo petralha do caralho kkkkkkkkk",1,2566,1
"são infiltrados, e alguns avoados da direita que sempre que acontece uma treta caem feito patos na narrativa",0,1163,1
Dirigente da campanha do Luladrão,1,1775,1
"Não concordo com você! Isso significa que aparece no mundo todo a programação da posse do Luladrão igual aos palestras que os sinistros do STF participaram para
discutir as Diretrizes do
Governo Federal para 2023. Sem contar com a reunião com os embaixadores para aceitarem o resultado da eleição.",1,1971,1
"7. Eis que cedo venho! Bem-aventurado aquele que guarda as palavras da profecia deste livro.
11. Quem é injusto, faça injustiça ainda: e quem está sujo, suje-se ainda; e quem é justo, faça justiça ainda; e quem é santo, santifique-se ainda.
12. Eis que cedo venho e está comigo a minha recompensa, para retribuir a cada um segundo a sua obra.
13. Eu sou o Alfa e o Ômega, o primeiro e o derradeiro, o princípio e o fim.
14. Bem-aventurados aqueles que lavam as suas vestes no sangue do Cordeiro para que tenham direito à arvore da vida, e possam entrar na cidade pelas portas.
15. Ficarão de fora os cães, os feiticeiros, os adúlteros, os homicidas, os idólatras, e todo o que ama e pratica a mentira.
(Apocalipse, 22)",0,184,0
"Muito bom dia! :blue_heart:22:white_heart:
:open_book:1 Coríntios 3:19 Porque a sabedoria deste mundo é loucura diante de Deus; pois está escrito: Ele apanha os sábios na sua própria astúcia.

:green_heart::yellow_heart:22 O ANO DO RENOVO",0,430,0
"*Vamos deixar esse babaca famoso aí gente, esse idiota, MARQUEM BEM A CARA DO PETRALHA*",1,2584,1
"Esta aqui me chamando no privado pra falar mal do nordeste, sou Nordestino e não aceito esse negócio de dizer que o nordeste é contra o Brasil, querendo segregar nosso povo.",0,367,0
"#Bolsonaro2022!!!

Então: 
Se eu quero resultado de 4, TENHO que somar 2+2=4.
Se quero resultado de 5, e contínuo somando 2+2 não vou ter resultado de 5 vou ter novamente 4.

Assim é o NORDESTE!!
O nordestino a década VOTA na ESQUERDA COMUNISTA, mas quer resultado do Sul e do sudeste do país. 

Aí tem que sair do Nordeste para trabalhar em estados GOVERNADOS por DIREITA.

PRECISA DESENHAR????

(Jorginho Xiada)",1,2000,1
"Entenda uma coisa esquerda e direita são mãos de um sionista satanista iluminate de grau máximo na massonaria, agora escola um lado, de uma forma ou de outra a agenda segue o que muda e a velocidade, pois eles são donos de todo o sistema, se você de alguma forma conseguir sair das cidades produzir sua energia e alimento, você será um pouco livre, agora você quer ser livre total siga a Deus e seja desapegado das coisas do mundo ajude e ame a todos os que puder, da direita para a esquerda o que muda e a velocidade e o formata da ajenda",1,2121,1
"Ele que é genocida esse bandido se for eleito vai massacrar o país, velho do inferno...o dia dele vai chegar, chega p todos...nojo desses comunistas",1,2358,1
"Mas alí,  ficou claro q foi fraude . O povo foram votar no presidente, tanto que os candidatos do bolsonaro ganharam",0,782,1
Parabéns à todos os eleitores bolsonarista que estão disseminando ódio contra a população nordestina.  Só se esqueceram que o NORDESTE É  O QUARTO MAIOR COLÉGIO ELEITORAL DO BRASIL e com isso vocês perdem  votos que poderiam ser do presidente Bolsonaro .,0,141,0
"O INFORMANTE  - Quando você é assimilado dentro de uma seita, o seu pensamento critico desaparece.",1,2706,1
"Novidade seria algum crápula igual ao Dória ir apoiar ao Bolsonaro, agora a esquerda se lamber após o teatrinho de oposição, isto já assistimos tem 40 anos.",1,1607,1
"Pessoal, faço um apelo 
POR FAVOR

NÃO votem em Romário
ele sempre foi e é SOCIALISTA

VOTEM DANIEL SILVEIRA 1441
Ele é o ÚNICO CONSERVADOR
VAMOS MARCAR POSIÇÃO, pessoal!",0,813,1
"O Lula defende da saúde pública fazer aborto, defende a legalização de drogas, defende criminosos como se o cidadão de bem fosse o culpado, defende invasão de propriedades privadas rurais e urbanas, defende ideologia de gênero ensinada a crianças desde a infância, é contra a classe média por ostentar mais de uma TV em casa enquanto ele vive numa vida de luxo (casamento com gastos de 500 mil reais, relógio de pulso de 80 mil reais, vive numa mansão de 20 mil reais de aluguel por mês, toma vinhos de 5 mil reais ou mais a garrafa), contra privatizações,  e tudo mais de ruim para a população além da comprovada corrupção sistêmica de quando o PT governou o país com desvio de mais de trilhão de reais (só para países do foro de São Paulo foram 50 bilhões de reais).",0,56,1
"Cristãos do Brasil, nós somos A MAIORIA.

Neste dia 02 de Outubro, escolha os candidatos que defendam os valores do cristianismo, sobretudo a vida.

Rejeite os candidatos de esquerda, os abortistas e aqueles comprometidos com ideologias que perseguem os cristãos.

BOM VOTO! :Brazil:",0,1156,1
"Vamos trabalhar povo pelo nosso Brasil. Espalhem vídeos áudios. No telegram, Instagram  Facebook. Para depois não se arrepender. Vamos gritar bem alto para todo mundo ouvir. BRASIL ACIMA DE TUDO E DEUS ACIMA DE TODOS.:Brazil::Brazil::Brazil::Brazil::rolling_on_the_floor_laughing:",0,1172,0
Credo!!!essa voz desse ser parece a voz do demo.....sangue de Jesus é  poderoso....jesus eu confio em voz......afasta de nós o maligno!!!!,0,597,0
"Só temos essa noite, pessoal
ESQUEÇAM Romário e Clarissa

VAMOS TODOS E DANIEL 142
e CONFIAR EM DEUS e SOMENTE NELE!",0,629,0
"Ovo de Morais dando entrevista na Pan,comparando as Eleições como se fosse time de futebol...O cara todo confortável, sabendo que o poder tá nas mãos dele,tipo ninguém vai poder constetar resultados,vão ter que aceitar o resultado,mesmo estando errado...Pois é democracia né...Por isso Luladrao esta tranquilo,e alugaram até a Paulista.",1,1737,1
A esquerda e sem escrúpulos! E utilizam de todos os meios para dividir os patriotas e cristãos! Não deixem eles atingirem seus objetivos! Muitos patriotas desistiram ao verem as filas longas na eleição. Os esquerdistas ficaram até o fim para elegerem o Ladrão deles! PT não é um partido! É uma organização! E tem alguns aqui no grupo e é fácil de identificar eles!,1,1770,1
"Bom dia, alguém teria a matéria da operação quebra ossos onde fala o nome do senador do PV e dos prefeitos, apoiadores do luladrao, preciso mandar para os indecisos e uns ptralhas.",1,2841,0
"Lembra da maquina de propaganda de hitler para culpar comunistas e judeus, sendo aquele demonio mesmo comunista e judeu??? Pois bem, o palhaço presidente da Ucrânia está fazendo a mesma coisa e poucos percebem. Ele é fantoche da elite papal e faz aquilo que o papado quer, e ele quer uma guerra mundial assim como foi a última, pois o cerco está se fechando para ele.",1,2527,1
"Quer dizer que em sua decisão o [USER] reconhece que o ditador Daniel Ortega é amigo e aliado do Lula? Interessante...
#LulaNuncaMais 
#BolsonaroReeleito:keycap_2::keycap_2:

Canal
[USER]:Brazil:",0,124,1
Será mesmo que esse :mouse_face: rato estava com ponto eletrônico?!? Meus Deus é safadeza de todo lado destes canalhas,0,464,1
Ótimo ! que Deus e seus Anjos  quebrem as forças do Mal que querem nos Dominar,0,271,0
"CNBB covil de esquerdopatas,  comunistas,  ligados à teologia da libertação.... PAGARÃO NO FOGO DO INFERNO",1,2605,1
Eu sou e enquanto eu existir serei Jair Mércia de Bolsonaro que o senhor e salvador Jesus Cristo continue abençoando ele e todos de sua família e os candidatos eleitos que fazem parte dessa linda e abençoada família bolsonarista,0,741,0
"gente será que estamos no caminho certo?  aqui todos ou quase somos Bolsonaro , vamos pegar os vídeos mais impactantes do Larapio, são diversos, o cara é podre,  é jogar nos grupos de esquerda. A arma do comunismo é a desinformação, quem puder e tem link de grupos de  esquerda passa aqui",1,2417,1
"SOMOS 11K

""Tudo o que fizerem, seja em palavra seja em ação, façam-no em nome do Senhor Jesus, dando por meio dele graças a Deus Pai."" COLOSSENSES 3:17


A DEUS TODO PODEROSO, SEJA DADA A HONRA, GLÓRIA E LOUVOR!


MAIS UMA VEZ, NOSSO FUNDADOR CRUZADO, AGRADECE E LOUVA A DEUS POR TODOS VOCÊS QUE SE INCREVERAM AQUI!

MESMO DIANTE DESSE CENÁRIO DE BATALHA, NÃO VAMOS DEIXAR DE SENTIR A GRATIDÃO DE DEUS E HONRAR AO ÚNICO E SOBERANO DEUS.

NÓS, CORPO DE ADMS DO CANAL, AGRADECEMOS PRIMEIRAMENTE À DEUS E A VOCÊS PATRIOTAS BRASILEIROS.

CONTINUEMOS A INFORMAR CADA DETALHE NO QUE FOR POSSÍVEL!

MUITO OBRIGADO A CADA UM:Brazil::Brazil::Brazil::Brazil:

Visitem nosso canal: [USER]",0,51,0
"#PelaFamília #PeloBrasil

:Brazil::blue_circle: Não tenham medo deles. O Senhor, o seu Deus, é quem lutará por vocês. - Deuteronômio 3:22 :latin_cross::folded_hands_light_skin_tone:

[USER]
[USER]",0,500,0
Tem um comunista de merda aqui ofendendo pessoas que apoia Bolsonaro dês de antes dele se eleger presidente ele tá se aproveitando da situação pra dizer que apoiamos  o paí :smiling_face_with_horns::lying_face: dele. Vai eliminar o :rat:  oportunista? Ou não se não os patriotas vai sair do grupo seu grupo aí sim se vai ver :smiling_face_with_sunglasses: perder voto.:thumbs_up: Renato Barros :police_car_light::police_car_light::police_car_light: tá na hora de por um ADM estamos na reta final e os esquerdopatas disfarçados de super direita  vai pegar estes acontecimento pra encher a paciência de quem realmente não aguenta mais! Tanto abuso. E se houver ditadura?:flexed_biceps: digo sem medo se  a polícia ajudar:man_facepalming_light_skin_tone:  ditador. Viram bandidos também.  acabou pra eles também. Sem hipocrisias:heart_hands::thumbs_up::Brazil: :fire: nós malignos.,1,2703,1
"Verdade e se o povo de direita não pressionar o TSe STF quanto a isso aí que eles vão fazer mesmo.vejo muito medo da direita de marcar os contatos desses ""juízes"" pra cobrar a mesma coisa que sejam imparciais",0,49,0
Ele Snowden estava apoiando o ladrão ou nos alertando?? Não ficou muito claro...,1,2868,0
"O desesperado da esquerda!
:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
Lula é ladrão!
Isso não muda o nosso voto.
É 22!",1,1923,1
"Bolsonaro que é maçom ????
Olha a HIPOCRISIA KKKKKK

O vice do Lula e a filha do Lula se declarando e agradecendo à maçonaria :man_facepalming:

O negócio da esquerda é acusar os outros do que eles são e fazem .

Visitem nosso canal :
[USER]",1,2858,1
"Pessoal!!
Dessa vez não é boato, fato é que Lula foi eleito infelizmente.
Pelo sim, ou pelo não, quem tiver reserva de dinheiro, comprem medicamentos, alimentos não perecíveis, estejamos preparados, tenham um pouco de cada coisa estocado em casa, porque se esses malditos nos trancarem em casa, ou quiserem nos deixar sem água ou luz alegando suposta escassez, se tentarmos sair, eles põem as facções criminosas nas ruas
Não é terrorismo, é realidade.
Em regimes comunistas não existem liberdades.
Nunca foi pelos pobres, pretos, gays, índios, sempre foi por um projeto satânico, cruel e assassino de poder.",1,2690,1
"Gente nos de direita não precisamos ficar discutindo com comunistas mentirosos escórias da humanidade ,deixem que eles. briguem entre si  nós somos de  direita e sabemos quem é o nosso presidente Bolsonaro é vms reeleger ele nas urñas,.",1,2388,1
"Pura verdade!!! Deveríamos ter mais candidatos bons além de ficar só com Bolsonaro ou Lula. Pena não ter alguém forte e capaz pra acabar com essa rixa entre os 2. Ciro, nem as próprias palavras da boca dele acreditam nele, imagine o povo :see-no-evil_monkey:. As meninas, nossa senhora, são tão fracas que parecem até a Marina Silva :face_screaming_in_fear:. O Padre, nem sei se ele entrou com intensão de ganhar ou defender o candidato Bolsonaro :winking_face_with_tongue:. O único mais ou menos, mas um pouquinho fraco é o Filipe D' vila, mas ainda não está pronto pra assumir a presidência não. Falta garra, se lançar, parece não ter prática política, iniciante :OK_hand:.",0,998,0
Também vi! A coisa tá feia! Estão procurando td do Bolsonaro e foi isso q eu quis dizer ao focar e tentar ganhar votos. A esquerda age assim.,1,2580,0
:red_exclamation_mark:O preço do petróleo do tipo Brent subiu acima de US$93 dólares por barril pela primeira vez desde 21 de setembro após o anúncio da OPEC+ em cortar a produção de petróleo em 2 milhões de barris por dia.,0,432,0
Claro que sim.... são todos pagos pelo ( ladrão - narco),1,2973,1
Acabei de votar pessoal. E fui de Daniel. Deus é brasileiro,0,1231,0
"Exatamente! Quem olhar prá trás daqui alguns anos, sem o devido filtro, vai pensar que o verme era uma excelente pessoa! É o método comuna a todo vapor!",1,1532,1
"talvez mesmo, nordestino saia do estado que que morava pra ir trabalhar em capitais sulistas pq os sulistas não tinham coragem nem sabiam trabalhar",1,2120,1
"Bom dia!! Gente esse esdras prado é confiável?? Eu sigo ele tem
Tempo e ele fala que o lula vai ganhar, pq a elite globalista quer que seja assim. :thinking_face:",0,1336,0
